,comments,duration,film_date,languages,num_speaker,published_date,views,titleLength,numTags,descLength,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw-dropping,OK,Obnoxious,Inspiring,Positive,Moderate,Negative,is_yearlyTedConference,is_TEDGlobal,is_TEDSalon,is_Other,is_TEDx,is_TEDWomen,is_TEDNYC,is_culture,is_technology,is_science,is_business,is_globalIssues,is_entertainment,is_design,is_psychology,is_brain
401,115.0,200.0,1303948800.0,0.0,1.0,1306083600.0,357454.0,12.0,2.0,205.0,735.0,73.0,151.0,40.0,27.0,40.0,37.0,58.0,56.0,25.0,46.0,94.0,218.0,81.0,1184.0,156.0,341.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
402,156.0,242.0,1204243200.0,38.0,1.0,1206377160.0,1485761.0,36.0,8.0,211.0,30.0,29.0,251.0,49.0,10.0,49.0,455.0,679.0,85.0,96.0,388.0,126.0,15.0,223.0,1649.0,677.0,159.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
403,514.0,1003.0,1248134400.0,27.0,1.0,1248138000.0,811914.0,28.0,7.0,248.0,14.0,51.0,19.0,172.0,72.0,22.0,163.0,59.0,199.0,430.0,82.0,87.0,87.0,711.0,1108.0,680.0,380.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
404,102.0,444.0,1443484800.0,33.0,1.0,1446744178.0,1879260.0,41.0,9.0,418.0,13.0,39.0,323.0,13.0,4.0,11.0,557.0,369.0,42.0,35.0,182.0,66.0,9.0,275.0,1214.0,658.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
405,505.0,197.0,1265932800.0,55.0,1.0,1286527740.0,3450119.0,29.0,4.0,169.0,30.0,985.0,85.0,1560.0,49.0,84.0,62.0,235.0,194.0,190.0,329.0,219.0,133.0,2153.0,5377.0,471.0,460.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,24.0,962.0,1492992000.0,10.0,1.0,1503068385.0,1159426.0,51.0,8.0,448.0,18.0,40.0,13.0,16.0,8.0,4.0,236.0,104.0,4.0,73.0,8.0,29.0,1.0,123.0,322.0,338.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
407,8.0,212.0,1488931200.0,24.0,2.0,1497609678.0,815611.0,6.0,5.0,141.0,46.0,43.0,6.0,5.0,1.0,4.0,0.0,18.0,7.0,5.0,5.0,4.0,6.0,7.0,130.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,718.0,1113.0,1279065600.0,35.0,1.0,1287394020.0,1359611.0,26.0,6.0,302.0,7.0,537.0,146.0,420.0,44.0,14.0,206.0,157.0,38.0,374.0,125.0,63.0,37.0,1535.0,2927.0,643.0,133.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
409,219.0,1028.0,1291766400.0,32.0,1.0,1292510460.0,2108409.0,27.0,6.0,198.0,702.0,188.0,98.0,371.0,71.0,12.0,593.0,196.0,86.0,177.0,36.0,187.0,69.0,488.0,2079.0,957.0,238.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
410,46.0,1261.0,1167609600.0,22.0,1.0,1195612320.0,418234.0,21.0,5.0,253.0,2.0,28.0,14.0,56.0,94.0,19.0,171.0,57.0,104.0,48.0,28.0,44.0,9.0,207.0,392.0,263.0,226.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
411,26.0,860.0,1492992000.0,4.0,1.0,1502981603.0,834190.0,39.0,9.0,553.0,4.0,5.0,18.0,4.0,6.0,0.0,95.0,40.0,2.0,29.0,2.0,10.0,0.0,82.0,155.0,134.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
412,70.0,952.0,1248307200.0,23.0,1.0,1254388860.0,593547.0,40.0,7.0,249.0,9.0,22.0,70.0,13.0,28.0,20.0,240.0,247.0,12.0,66.0,68.0,28.0,3.0,79.0,508.0,334.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
413,109.0,1011.0,1286668800.0,29.0,1.0,1300374480.0,562653.0,24.0,3.0,241.0,3.0,308.0,68.0,9.0,44.0,5.0,252.0,273.0,22.0,88.0,10.0,73.0,11.0,307.0,978.0,413.0,82.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
414,279.0,1008.0,1299110400.0,26.0,1.0,1308581400.0,800056.0,32.0,7.0,365.0,0.0,8.0,45.0,48.0,141.0,12.0,299.0,85.0,151.0,186.0,19.0,129.0,40.0,196.0,401.0,614.0,344.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
415,64.0,1246.0,1120176000.0,24.0,1.0,1215671400.0,1097533.0,30.0,7.0,198.0,22.0,20.0,136.0,43.0,31.0,27.0,514.0,373.0,20.0,355.0,88.0,47.0,5.0,249.0,931.0,916.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
416,91.0,1080.0,1248393600.0,19.0,1.0,1251881880.0,308233.0,39.0,5.0,247.0,2.0,6.0,11.0,24.0,94.0,21.0,58.0,26.0,74.0,98.0,5.0,43.0,18.0,123.0,197.0,199.0,207.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
417,244.0,1147.0,1426809600.0,31.0,1.0,1441897141.0,6214152.0,38.0,6.0,353.0,24.0,2462.0,96.0,1331.0,74.0,29.0,612.0,418.0,29.0,409.0,78.0,131.0,15.0,3028.0,7437.0,1152.0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
418,47.0,654.0,1455667200.0,25.0,1.0,1458312270.0,1575381.0,60.0,19.0,478.0,22.0,54.0,134.0,21.0,9.0,11.0,174.0,288.0,57.0,25.0,108.0,53.0,18.0,185.0,812.0,252.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
419,145.0,649.0,1446422400.0,30.0,1.0,1473173041.0,2201195.0,42.0,8.0,332.0,87.0,99.0,391.0,196.0,14.0,2.0,1031.0,425.0,16.0,740.0,143.0,34.0,40.0,1442.0,2783.0,1805.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,212.0,1070.0,1454112000.0,23.0,1.0,1463670567.0,1811102.0,37.0,17.0,542.0,12.0,75.0,17.0,600.0,23.0,14.0,572.0,87.0,62.0,387.0,59.0,52.0,25.0,248.0,1098.0,1011.0,124.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
421,165.0,644.0,1291420800.0,32.0,1.0,1306338560.0,650274.0,12.0,5.0,267.0,9.0,135.0,5.0,258.0,17.0,11.0,151.0,94.0,34.0,43.0,39.0,35.0,26.0,320.0,860.0,229.0,88.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
422,50.0,251.0,1426464000.0,35.0,1.0,1431011006.0,1225763.0,58.0,5.0,529.0,5.0,90.0,166.0,8.0,12.0,14.0,267.0,238.0,4.0,27.0,96.0,36.0,1.0,211.0,814.0,330.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,101.0,616.0,1426636800.0,30.0,1.0,1429714783.0,1492275.0,59.0,7.0,486.0,36.0,176.0,101.0,47.0,6.0,8.0,140.0,273.0,23.0,62.0,27.0,87.0,1.0,415.0,1075.0,289.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
424,108.0,1114.0,1140652800.0,27.0,1.0,1156119060.0,966439.0,48.0,7.0,263.0,12.0,22.0,117.0,52.0,30.0,8.0,320.0,111.0,26.0,120.0,26.0,69.0,6.0,258.0,598.0,509.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
425,183.0,388.0,1353110400.0,0.0,1.0,1364569190.0,274986.0,23.0,3.0,370.0,22.0,12.0,150.0,5.0,2.0,7.0,156.0,180.0,10.0,27.0,21.0,38.0,8.0,83.0,473.0,221.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,107.0,209.0,1233792000.0,39.0,1.0,1241169960.0,948459.0,26.0,6.0,204.0,20.0,32.0,31.0,19.0,9.0,4.0,427.0,153.0,9.0,47.0,33.0,70.0,7.0,129.0,417.0,544.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
427,203.0,1003.0,1340668800.0,22.0,1.0,1343055617.0,721266.0,44.0,8.0,368.0,4.0,6.0,20.0,44.0,22.0,5.0,145.0,63.0,86.0,131.0,16.0,40.0,40.0,177.0,330.0,316.0,153.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
428,1604.0,1149.0,1233792000.0,49.0,1.0,1234141200.0,13155478.0,28.0,7.0,246.0,1754.0,4027.0,1329.0,2239.0,351.0,138.0,738.0,2093.0,546.0,1206.0,870.0,553.0,182.0,8130.0,20442.0,2497.0,1217.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
429,85.0,378.0,1395273600.0,29.0,1.0,1399388410.0,1785193.0,30.0,4.0,359.0,518.0,87.0,147.0,14.0,29.0,31.0,79.0,182.0,123.0,23.0,67.0,189.0,49.0,83.0,1098.0,291.0,232.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
430,439.0,1081.0,1330560000.0,30.0,1.0,1345043885.0,10167161.0,38.0,4.0,245.0,580.0,170.0,259.0,227.0,86.0,70.0,684.0,1417.0,121.0,356.0,283.0,151.0,52.0,221.0,3157.0,1191.0,329.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,133.0,994.0,1250726400.0,21.0,1.0,1255914000.0,760493.0,24.0,6.0,266.0,7.0,8.0,29.0,20.0,40.0,18.0,286.0,98.0,94.0,136.0,11.0,94.0,24.0,157.0,330.0,516.0,176.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
432,220.0,653.0,1299110400.0,38.0,1.0,1308667620.0,1751030.0,25.0,2.0,328.0,6.0,261.0,149.0,96.0,67.0,80.0,402.0,807.0,152.0,74.0,90.0,207.0,28.0,399.0,1808.0,683.0,327.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
433,351.0,470.0,1310342400.0,48.0,1.0,1311952186.0,5402228.0,23.0,3.0,246.0,92.0,577.0,229.0,164.0,52.0,60.0,2027.0,984.0,132.0,1219.0,83.0,532.0,74.0,2334.0,4463.0,3778.0,318.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,335.0,1045.0,1075680000.0,28.0,1.0,1175731860.0,2197377.0,28.0,8.0,234.0,272.0,544.0,119.0,56.0,23.0,15.0,604.0,1342.0,70.0,106.0,1936.0,61.0,37.0,556.0,4825.0,771.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,298.0,584.0,1305763200.0,30.0,1.0,1322406035.0,1624184.0,20.0,6.0,236.0,145.0,938.0,84.0,1743.0,33.0,14.0,73.0,486.0,20.0,320.0,446.0,100.0,30.0,3203.0,7045.0,493.0,97.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
436,378.0,237.0,1330387200.0,54.0,1.0,1338994859.0,3257749.0,23.0,4.0,108.0,1132.0,136.0,196.0,16.0,19.0,22.0,1772.0,721.0,57.0,104.0,67.0,162.0,14.0,115.0,2383.0,2038.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,35.0,866.0,1492992000.0,18.0,1.0,1496674795.0,1264166.0,51.0,12.0,350.0,5.0,40.0,55.0,59.0,8.0,9.0,256.0,129.0,7.0,176.0,8.0,37.0,4.0,188.0,484.0,469.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,249.0,1044.0,1299110400.0,27.0,1.0,1299526260.0,2783715.0,23.0,5.0,460.0,6.0,91.0,457.0,111.0,9.0,10.0,396.0,635.0,14.0,49.0,873.0,38.0,17.0,544.0,2717.0,483.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,231.0,364.0,1340668800.0,34.0,1.0,1344351883.0,1065331.0,40.0,21.0,324.0,2.0,11.0,297.0,16.0,1.0,1.0,162.0,123.0,12.0,54.0,74.0,28.0,0.0,87.0,610.0,244.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
440,1000.0,958.0,1365120000.0,37.0,1.0,1372172562.0,2459753.0,46.0,6.0,455.0,7.0,338.0,142.0,1150.0,37.0,18.0,786.0,480.0,68.0,561.0,332.0,52.0,26.0,881.0,3330.0,1399.0,149.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,65.0,951.0,1403481600.0,23.0,1.0,1411486918.0,1305783.0,23.0,3.0,208.0,8.0,21.0,38.0,13.0,58.0,12.0,620.0,234.0,34.0,126.0,22.0,89.0,30.0,203.0,539.0,835.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,370.0,1192.0,1299196800.0,33.0,1.0,1299774060.0,2475423.0,19.0,4.0,339.0,31.0,391.0,832.0,49.0,96.0,68.0,583.0,1330.0,83.0,85.0,970.0,110.0,29.0,588.0,4191.0,778.0,276.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
443,93.0,982.0,1181088000.0,21.0,1.0,1217395680.0,580298.0,36.0,8.0,212.0,15.0,19.0,147.0,27.0,40.0,31.0,256.0,211.0,43.0,54.0,26.0,102.0,10.0,113.0,558.0,412.0,124.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
444,129.0,189.0,1358985600.0,44.0,1.0,1361910354.0,1193896.0,19.0,2.0,225.0,98.0,151.0,111.0,6.0,9.0,9.0,10.0,223.0,28.0,7.0,126.0,116.0,8.0,48.0,763.0,133.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,111.0,1036.0,1330560000.0,36.0,1.0,1333552585.0,1752014.0,49.0,4.0,338.0,933.0,212.0,300.0,44.0,52.0,7.0,263.0,372.0,22.0,118.0,53.0,126.0,88.0,411.0,2325.0,507.0,169.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
446,37.0,529.0,1416441600.0,27.0,1.0,1450285607.0,1453242.0,54.0,8.0,457.0,69.0,24.0,16.0,17.0,12.0,23.0,224.0,61.0,12.0,18.0,6.0,86.0,6.0,12.0,205.0,328.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
447,49.0,937.0,1473465600.0,23.0,1.0,1477408639.0,851675.0,43.0,25.0,443.0,41.0,6.0,17.0,24.0,13.0,12.0,142.0,67.0,47.0,106.0,10.0,55.0,34.0,60.0,225.0,303.0,106.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
448,44.0,825.0,1380758400.0,24.0,1.0,1391097709.0,965291.0,60.0,3.0,325.0,23.0,43.0,61.0,0.0,23.0,6.0,293.0,252.0,34.0,53.0,11.0,71.0,2.0,59.0,449.0,417.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,34.0,452.0,1481587200.0,17.0,1.0,1496242092.0,957803.0,50.0,9.0,395.0,6.0,62.0,6.0,173.0,4.0,1.0,50.0,22.0,11.0,74.0,21.0,30.0,4.0,185.0,475.0,154.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,219.0,1011.0,1320796800.0,34.0,1.0,1322841010.0,1791790.0,19.0,3.0,168.0,114.0,346.0,77.0,397.0,113.0,23.0,244.0,212.0,80.0,375.0,39.0,205.0,35.0,1379.0,2564.0,824.0,251.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,55.0,288.0,1233792000.0,33.0,1.0,1239930000.0,739690.0,33.0,4.0,176.0,28.0,24.0,27.0,38.0,0.0,5.0,111.0,43.0,16.0,44.0,15.0,70.0,4.0,188.0,363.0,225.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
452,73.0,769.0,1322870400.0,0.0,1.0,1336831087.0,117756.0,25.0,4.0,234.0,28.0,13.0,37.0,7.0,33.0,17.0,139.0,86.0,37.0,50.0,19.0,39.0,28.0,30.0,220.0,228.0,115.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
453,40.0,518.0,1455494400.0,28.0,1.0,1467385734.0,1538107.0,17.0,16.0,486.0,11.0,474.0,15.0,218.0,3.0,0.0,58.0,68.0,23.0,101.0,20.0,36.0,9.0,528.0,1334.0,195.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,25.0,686.0,1466899200.0,23.0,1.0,1468940866.0,821291.0,47.0,10.0,351.0,52.0,319.0,73.0,100.0,5.0,0.0,39.0,96.0,1.0,18.0,47.0,5.0,4.0,282.0,969.0,62.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,103.0,394.0,1233878400.0,29.0,1.0,1243472400.0,555846.0,35.0,9.0,293.0,0.0,34.0,68.0,33.0,6.0,0.0,272.0,140.0,13.0,89.0,31.0,46.0,0.0,141.0,447.0,407.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
456,463.0,542.0,1371081600.0,39.0,1.0,1379602886.0,1151214.0,40.0,18.0,434.0,7.0,52.0,473.0,59.0,10.0,12.0,334.0,511.0,37.0,297.0,200.0,41.0,11.0,396.0,1698.0,672.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
457,80.0,946.0,1299024000.0,29.0,1.0,1304433480.0,657251.0,37.0,4.0,389.0,12.0,133.0,235.0,9.0,27.0,28.0,104.0,234.0,57.0,18.0,82.0,67.0,21.0,164.0,869.0,189.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
458,84.0,891.0,1046304000.0,23.0,1.0,1175731860.0,1149090.0,42.0,6.0,190.0,507.0,364.0,448.0,27.0,21.0,10.0,46.0,402.0,16.0,20.0,162.0,44.0,9.0,362.0,2272.0,110.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
459,31.0,881.0,1492992000.0,10.0,1.0,1497884701.0,1259603.0,40.0,20.0,409.0,1.0,47.0,63.0,43.0,7.0,4.0,122.0,96.0,4.0,55.0,29.0,18.0,0.0,126.0,405.0,195.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
460,123.0,1163.0,1425945600.0,20.0,1.0,1427209762.0,1287111.0,61.0,5.0,335.0,9.0,312.0,30.0,360.0,12.0,7.0,333.0,241.0,25.0,317.0,63.0,48.0,11.0,740.0,1755.0,698.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,612.0,1365.0,1121299200.0,29.0,1.0,1159747860.0,3277740.0,22.0,8.0,173.0,215.0,65.0,297.0,350.0,215.0,206.0,536.0,812.0,309.0,1359.0,337.0,145.0,120.0,518.0,2594.0,2040.0,850.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
462,154.0,1168.0,1299024000.0,31.0,1.0,1302102000.0,2049103.0,31.0,7.0,294.0,939.0,33.0,465.0,281.0,48.0,38.0,283.0,279.0,50.0,194.0,53.0,91.0,37.0,312.0,2362.0,568.0,173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
463,15.0,424.0,1480464000.0,18.0,1.0,1501167162.0,1128877.0,44.0,13.0,319.0,2.0,10.0,11.0,1.0,1.0,0.0,84.0,46.0,1.0,9.0,18.0,6.0,0.0,12.0,100.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
464,119.0,1085.0,1316822400.0,0.0,1.0,1324220484.0,242251.0,27.0,4.0,298.0,4.0,6.0,84.0,28.0,25.0,11.0,83.0,16.0,61.0,105.0,11.0,31.0,9.0,48.0,197.0,219.0,106.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
465,20.0,801.0,1463529600.0,21.0,1.0,1475075716.0,1211098.0,48.0,20.0,455.0,24.0,57.0,282.0,21.0,2.0,1.0,410.0,336.0,6.0,39.0,179.0,39.0,7.0,221.0,1120.0,488.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
466,468.0,1216.0,1233532800.0,35.0,1.0,1233800640.0,2634359.0,32.0,9.0,246.0,160.0,60.0,91.0,187.0,69.0,31.0,735.0,240.0,90.0,633.0,104.0,216.0,65.0,895.0,1737.0,1584.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
467,118.0,1122.0,1368662400.0,22.0,1.0,1369753214.0,934335.0,29.0,4.0,399.0,101.0,32.0,36.0,49.0,12.0,4.0,81.0,87.0,24.0,64.0,7.0,28.0,14.0,69.0,381.0,173.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
468,82.0,2222.0,1015113600.0,18.0,1.0,1210219200.0,944836.0,31.0,7.0,161.0,80.0,367.0,267.0,22.0,117.0,36.0,35.0,488.0,32.0,6.0,453.0,88.0,26.0,214.0,1891.0,129.0,211.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
469,171.0,703.0,1395360000.0,26.0,1.0,1405092113.0,1641675.0,43.0,2.0,119.0,201.0,87.0,281.0,15.0,31.0,56.0,138.0,499.0,156.0,50.0,191.0,102.0,58.0,115.0,1389.0,290.0,301.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
470,36.0,1151.0,1418256000.0,23.0,1.0,1422979247.0,859214.0,53.0,6.0,339.0,3.0,8.0,4.0,22.0,12.0,3.0,176.0,23.0,8.0,44.0,5.0,16.0,3.0,61.0,126.0,236.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,147.0,1138.0,1272153600.0,29.0,1.0,1277282880.0,772299.0,33.0,4.0,296.0,16.0,18.0,55.0,56.0,42.0,6.0,222.0,132.0,16.0,197.0,23.0,71.0,10.0,299.0,599.0,490.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
472,74.0,401.0,1336176000.0,33.0,1.0,1354204935.0,926948.0,19.0,16.0,294.0,68.0,45.0,5.0,18.0,3.0,0.0,248.0,79.0,10.0,160.0,8.0,40.0,4.0,100.0,323.0,448.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
473,373.0,262.0,74649600.0,0.0,1.0,1273847820.0,1028630.0,21.0,5.0,202.0,264.0,346.0,182.0,178.0,8.0,13.0,253.0,303.0,12.0,455.0,124.0,59.0,13.0,1673.0,3070.0,767.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
474,73.0,1234.0,1455667200.0,19.0,1.0,1459868691.0,902761.0,48.0,32.0,502.0,1.0,29.0,52.0,17.0,36.0,17.0,364.0,215.0,50.0,97.0,44.0,24.0,22.0,220.0,578.0,485.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
475,133.0,1046.0,1362009600.0,28.0,1.0,1379344658.0,1397126.0,51.0,3.0,358.0,134.0,41.0,47.0,25.0,14.0,17.0,812.0,274.0,6.0,278.0,110.0,65.0,22.0,97.0,728.0,1155.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
