comments,duration,film_date,languages,main_speaker,num_speaker,published_date,speaker_occupation,title,views,Beautiful,Confusing,Courageous,Funny,Informative,Ingenious,Inspiring,Longwinded,Unconvincing,Fascinating,Jaw-dropping,Persuasive,OK,Obnoxious,Title_Length,Number_Question_marks
149,960,1265932800,30,David Byrne,1,1276247640,"Musician, artist, writer",How architecture helped music evolve,1231159,0.051020408163265314,0.011479591836734694,0.012755102040816329,0.018494897959183677,0.2308673469387755,0.0931122448979592,0.10714285714285714,0.02806122448979592,0.021045918367346938,0.2378826530612245,0.014668367346938774,0.0975765306122449,0.06823979591836735,0.007653061224489796,5,1
837,1141,1265760000,34,Michael Shermer,1,1276507380,Skeptic,The pattern behind self-deception,2428958,0.009987113402061857,0.012242268041237113,0.008698453608247423,0.15302835051546393,0.26353092783505155,0.04478092783505155,0.03737113402061856,0.019329896907216496,0.04091494845360825,0.16817010309278352,0.02706185567010309,0.13820876288659795,0.04510309278350515,0.031572164948453614,4,0
223,345,1265760000,35,Margaret Gould Stewart,1,1276591200,User experience master,How YouTube thinks about copyright,777079,0.02440775305096913,0.010768126346015794,0.01148600143575018,0.02010050251256281,0.3481694185211773,0.0524048815506102,0.08255563531945441,0.014357501794687725,0.06604450825556353,0.09763101220387653,0.035175879396984924,0.11844938980617373,0.07968413496051686,0.038765254845656856,5,0
62,1280,1271289600,22,Peter Tyack,1,1276678380,Behavioral ecologist,The intriguing sound of marine mammals,428470,0.0661764705882353,0.00857843137254902,0.011029411764705885,0.004901960784313725,0.32107843137254904,0.01715686274509804,0.12622549019607845,0.02205882352941177,0.004901960784313725,0.21446078431372548,0.03431372549019608,0.125,0.04044117647058824,0.0036764705882352936,6,0
683,1284,1268438400,34,Cameron Herold,1,1276766340,Entrepreneur,Let's raise kids to be entrepreneurs,1579033,0.022508038585209004,0.007892429114294067,0.04998538439052908,0.02133878982753581,0.09003215434083603,0.06050862320958784,0.3460976322712657,0.01607717041800643,0.03127740426775796,0.08213972522654195,0.03770827243496054,0.15463314820228002,0.028354282373574975,0.05144694533762058,6,0
155,967,1257984000,31,Ananda Shankar Jayant,1,1276851600,Dancer and choreographer,Fighting cancer with dance,587639,0.2147915027537372,0.003933910306845004,0.23288749016522425,0.0023603461841070024,0.014948859166011016,0.010228166797797013,0.3123524783634933,0.014162077104642012,0.00944138473642801,0.06608969315499606,0.055074744295830064,0.025177025963808025,0.020456333595594026,0.01809598741148702,4,0
363,1059,1265932800,34,Chip Conley,1,1277108940,"CEO, author",Measuring what makes life worthwhile,2785058,0.0627284972099288,0.004618048874350586,0.03963825283817587,0.008274004233211469,0.09178372137771793,0.03906099672888205,0.4235135655185684,0.015008658841639409,0.020973638637675585,0.08581874158168172,0.01981912641908793,0.1427746776986723,0.035405041370021165,0.01058302867038676,5,0
135,988,1265932800,24,Marian Bantjes,1,1277198100,"Designer, illustrator, typographer",Intricate beauty by design,629753,0.2732018561484919,0.006380510440835266,0.029582366589327145,0.020301624129930397,0.018561484918793503,0.04814385150812065,0.2766821345707657,0.037703016241299306,0.027842227378190254,0.1148491879350348,0.03480278422273782,0.022041763341067284,0.039443155452436186,0.05046403712296984,4,0
147,1138,1272153600,29,Charles Leadbeater,1,1277282880,Innovation consultant,Education innovation in the slums,772299,0.015477214101461738,0.0051590713671539135,0.04815133276010318,0.013757523645743766,0.1908856405846948,0.047291487532244186,0.25709372312983664,0.03611349957007739,0.013757523645743766,0.11349957007738605,0.019776440240756664,0.16938950988822013,0.061049011177987965,0.008598452278589856,5,0
287,541,1257897600,43,Aditi Shankardass,1,1277369340,Neuroscientist ,A second opinion on developmental disorders,957087,0.02487562189054726,0.003827018752391887,0.02640642939150402,0.0007654037504783774,0.21086873325679292,0.08572522005357826,0.17030233448143894,0.004592422502870264,0.018369690011481057,0.14006888633754305,0.17451205510907006,0.1182548794489093,0.017604286261002678,0.003827018752391887,6,0
138,350,1265932800,32,Hillel Cooperman,1,1277455860,"Entrepreneur, Lego enthusiast",Legos for grownups,1014201,0.028514588859416445,0.021220159151193636,0.013925729442970823,0.40981432360742703,0.050397877984084884,0.037798408488063664,0.049734748010610084,0.027188328912466843,0.05172413793103448,0.07824933687002653,0.014588859416445625,0.008620689655172414,0.13527851458885942,0.07294429708222812,3,0
294,787,1277164800,30,Clay Shirky,1,1277715840,Social Media Theorist,How cognitive surplus will change the world,954924,0.013001083423618637,0.007583965330444205,0.013001083423618637,0.010834236186348862,0.2226435536294691,0.056879739978331526,0.24052004333694474,0.008125677139761645,0.01625135427952329,0.13271939328277355,0.01516793066088841,0.19393282773564466,0.061755146262188525,0.007583965330444205,7,0
118,1163,1264464000,22,Ellen Dunham-Jones,1,1277803440,Architect,Retrofitting suburbia,668454,0.01086048454469507,0.022556390977443608,0.018379281537176276,0.0,0.2832080200501253,0.06098579782790309,0.15371762740183792,0.05680868838763575,0.04093567251461988,0.09273182957393483,0.006683375104427736,0.17878028404344193,0.05931495405179616,0.015037593984962403,2,1
69,942,1270857600,21,Stephen Palumbi,1,1277889060,Marine biologist,Hidden toxins in the fish we eat,362741,0.013114754098360656,0.008196721311475409,0.047540983606557376,0.008196721311475409,0.3770491803278688,0.004918032786885246,0.11639344262295083,0.018032786885245903,0.016393442622950817,0.045901639344262286,0.03770491803278689,0.23114754098360654,0.05901639344262295,0.016393442622950817,7,1
179,417,1265846400,35,Carter Emmart,1,1277975100,"Scientist, Artist ",A 3D atlas of the universe,1678493,0.2260385999345764,0.007850834151128557,0.006542361792607131,0.003271180896303565,0.15341838403663724,0.05037618580307491,0.13150147203140333,0.007850834151128557,0.007850834151128557,0.2185148838730782,0.11318285901210336,0.014393195943735688,0.05691854759568204,0.002289826627412496,6,0
254,176,1265932800,48,Mitchell Joachim,1,1278063240,"Architect, designer","Don't build your home, grow it!",1332785,0.02188183807439825,0.02242888402625821,0.03774617067833698,0.11816192560175055,0.06236323851203501,0.200218818380744,0.10339168490153172,0.0032822757111597373,0.087527352297593,0.14715536105032825,0.10557986870897157,0.0175054704595186,0.0475929978118162,0.025164113785557992,6,0
127,1029,1265932800,29,Benoit Mandelbrot,1,1278408000,Mathematician,Fractals and the art of roughness,1212079,0.16184677828513444,0.05428716387620497,0.0035514967021816326,0.0334855403348554,0.12227295788939625,0.1141552511415525,0.11161846778285134,0.0350076103500761,0.008117706747843734,0.2445459157787925,0.044647387113140535,0.0228310502283105,0.0426179604261796,0.0010147133434804667,6,0
296,675,1273190400,28,Ellen  Gustafson,1,1278492420,Social entrepreneur,Obesity + hunger = 1 global food issue,664485,0.011259676284306826,0.03166783954961295,0.042927515833919766,0.02744546094299789,0.2266009852216749,0.04363124560168896,0.15833919774806474,0.03377902885292048,0.06263194933145673,0.04926108374384237,0.009852216748768471,0.1660802251935257,0.08515130190007038,0.051372273047149884,8,0
150,307,1265846400,32,Nalini Nadkarni,1,1278579120,Tree researcher,Life science in prison,426610,0.05820895522388059,0.01791044776119403,0.08507462686567165,0.0014925373134328358,0.09328358208955224,0.06865671641791045,0.2283582089552239,0.008955223880597015,0.14104477611940303,0.06492537313432836,0.01492537313432836,0.08656716417910447,0.09701492537313433,0.033582089552238806,4,0
607,604,1277078400,46,Hans Rosling,1,1278663300,Global health expert; data visionary,"Global population growth, box by box",2934262,0.023937890877722662,0.006469700237222343,0.015958593918481773,0.0403277981453526,0.2516713392279491,0.07310761268061247,0.146430882035799,0.003881820142333405,0.01897778736251887,0.1651930127237438,0.033642441233556176,0.1867586801811516,0.028897994392926462,0.004744446840629717,6,0
368,1195,1277683200,28,Carl Safina,1,1278926880,"Ecologist, writer",The oil spill's unseen villains -- and victims,594725,0.023516835916622132,0.005344735435595938,0.17904863709246396,0.0016034206306787815,0.17958311063602353,0.006413682522715126,0.13468733297701765,0.030999465526456438,0.036344200962052375,0.04168893639764832,0.09460181721004812,0.21058257616248,0.03687867450561197,0.01870657402458578,8,0
459,986,1278979200,34,Matt Ridley,1,1279106400,Rational optimist,When ideas have sex,2156157,0.021168649405178448,0.0034989503149055285,0.011896431070678795,0.04531140657802659,0.17162351294611616,0.094296710986704,0.1966410076976907,0.00682295311406578,0.007697690692792162,0.2328551434569629,0.04793561931420574,0.13331000699790066,0.023268019594121763,0.003673897830650805,4,0
141,1185,1279065600,26,Ethan Zuckerman,1,1279189320,"Blogger, digital visionary",Listening to global voices,694714,0.008945686900958467,0.0038338658146964853,0.03194888178913738,0.028115015974440896,0.2345047923322684,0.038338658146964855,0.2370607028753993,0.0134185303514377,0.012779552715654952,0.13035143769968052,0.012779552715654952,0.19233226837060705,0.04536741214057508,0.010223642172523962,4,0
1217,1185,1279065600,33,Elif Shafak,1,1279262220,Novelist,The politics of fiction,1763449,0.19376592237374493,0.004196013786902443,0.07432938708227184,0.011539037913981715,0.05035216544282931,0.029072381237824067,0.3373295369399071,0.011988610819721263,0.010939607372995654,0.14686048254158549,0.030570957590289227,0.06548778660272743,0.028772665967331038,0.0047954443278885065,4,0
926,1173,1279238400,44,Julian Assange,1,1279533840,Whistleblower,Why the world needs WikiLeaks,2278271,0.013766145479265806,0.004418762746430999,0.3254588715159755,0.009687287559483344,0.14360978925900747,0.03042148198504419,0.1850781781101292,0.004928619986403807,0.01274643099932019,0.0977226376614548,0.07053025152957172,0.06577158395649219,0.023793337865397692,0.012066621346023114,5,0
804,1102,1278979200,25,Naif Al-Mutawa,1,1279616880,"Creator, The 99",Superheroes inspired by Islam,819361,0.07901668129938542,0.01492537313432836,0.1202809482001756,0.0781387181738367,0.060579455662862165,0.08999122036874453,0.2655838454784899,0.012730465320456541,0.06628621597892889,0.08384547848990342,0.027216856892010536,0.059701492537313425,0.02458296751536436,0.017120280948200176,4,0
274,1110,1279152000,27,Dimitar Sasselov,1,1279703400,Astronomer,How we found hundreds of potential Earth-like planets,1123482,0.03849114703618168,0.018475750577367202,0.014626635873749037,0.003849114703618168,0.24480369515011546,0.04080061585835258,0.1262509622786759,0.04926866820631255,0.022324865280985373,0.2617397998460354,0.05773672055427252,0.056966897613548874,0.06081601231716705,0.003849114703618168,8,0
581,636,1279238400,34,Tan Le,1,1279715760,Entrepreneur,A headset that reads your brainwaves,2468906,0.016709511568123392,0.003641816623821765,0.01049700085689803,0.00856898029134533,0.08269065981148244,0.19473007712082266,0.11610968294772922,0.003641816623821765,0.00856898029134533,0.2294344473007712,0.2857754927163668,0.01970865467009426,0.01456726649528706,0.005355612682090831,6,0
113,411,1265903160,28,Kevin Stone,1,1279809840,"Surgeon, inventor",The bio-future of joint replacement,486269,0.008486562942008486,0.007072135785007072,0.0099009900990099,0.0396039603960396,0.2277227722772277,0.20933521923620932,0.08062234794908063,0.0014144271570014145,0.033946251768033946,0.1768033946251768,0.07072135785007072,0.05374823196605375,0.04667609618104668,0.033946251768033946,5,0
959,1448,1279152000,37,Sheena Iyengar,1,1280133360,Psycho-economist,The art of choosing,3087856,0.05480277024992472,0.0043661547726588385,0.0349292381812707,0.07874134296898525,0.2163504968383017,0.042005420054200535,0.1674194519722975,0.01746461909063535,0.010538994278831678,0.20942487202649804,0.02770249924721469,0.10554049984944294,0.019572417946401688,0.011141222523336344,4,0
123,1002,1277683200,17,Susan Shaw,1,1280221320,Marine toxicologist,The oil spill's toxic trade-off,220099,0.0034965034965034965,0.01048951048951049,0.1853146853146853,0.006993006993006993,0.3076923076923077,0.005244755244755245,0.02797202797202797,0.03671328671328671,0.038461538461538464,0.02097902097902098,0.13986013986013987,0.18706293706293706,0.02097902097902098,0.008741258741258742,5,0
218,1124,1273881600,0,Jeff Bezos,1,1280234580,Online commerce pioneer,What matters more than your talents,659664,0.12444264288609648,0.004864207539521687,0.06120794487231456,0.0186461289014998,0.03850830968788002,0.017024726388325903,0.4098094852047021,0.05593838670449939,0.032833400891771385,0.03607620591811917,0.019051479529793268,0.09363599513579246,0.07661126874746656,0.011349817592217268,6,0
58,1250,1271203200,19,John Delaney,1,1280309580,Oceanographer,Wiring an interactive ocean,332099,0.04704097116843703,0.015174506828528072,0.012139605462822459,0.0,0.17602427921092564,0.09104704097116843,0.1213960546282246,0.08801213960546282,0.02731411229135053,0.18361153262518967,0.10773899848254932,0.042488619119878605,0.060698027314112286,0.02731411229135053,4,0
613,1185,1279238400,28,Laurie Santos,1,1280393220,Cognitive psychologist,A monkey economy as irrational as ours,1236817,0.012299465240641709,0.006951871657754011,0.011764705882352941,0.07165775401069517,0.2195187165775401,0.10802139037433156,0.08689839572192512,0.02406417112299465,0.02486631016042781,0.2286096256684492,0.04625668449197861,0.1109625668449198,0.03850267379679145,0.009625668449197863,7,0
173,585,1279152000,31,Lewis Pugh,1,1280480100,Coldwater swimmer,My mind-shifting Everest swim,1029186,0.04065040650406504,0.0011614401858304295,0.2398373983739837,0.006387921022067364,0.041231126596980264,0.011614401858304296,0.3112659698025552,0.006387921022067364,0.023809523809523808,0.08478513356562138,0.0743321718931475,0.09872241579558652,0.035423925667828114,0.024390243902439025,4,0
169,1169,1278633600,23,Jason Clay,1,1281948180,Market transformer,How big brands can help save biodiversity,431548,0.01004016064257028,0.0030120481927710845,0.06124497991967871,0.004016064257028112,0.22389558232931728,0.07228915662650602,0.20180722891566266,0.007028112449799197,0.017068273092369482,0.07730923694779117,0.052208835341365466,0.2520080321285141,0.017068273092369482,0.001004016064257028,7,0
538,1102,1279152000,30,Sheryl WuDunn,1,1282038540,"Author, journalist",Our century's greatest injustice,1049847,0.03909465020576132,0.01286008230452675,0.0874485596707819,0.006172839506172839,0.17695473251028807,0.00823045267489712,0.3117283950617284,0.01646090534979424,0.02623456790123457,0.042695473251028807,0.04063786008230453,0.18724279835390947,0.029320987654320983,0.014917695473251029,4,0
649,453,1259712000,0,Diane J. Savino,1,1282062180,Senator,The case for same-sex marriage,292395,0.08256252141144227,0.004796163069544364,0.17197670435080506,0.03357314148681055,0.04796163069544365,0.020212401507365536,0.2377526550188421,0.007536827680712573,0.030147310722850287,0.0157588215142172,0.03254539225762247,0.26618705035971224,0.0342583076396026,0.014731072285029118,5,0
207,655,1278633600,24,Peter Molyneux,1,1282119180,Game changer,"Meet Milo, the virtual boy",734490,0.0576171875,0.0146484375,0.0146484375,0.005859375,0.060546875,0.15234375,0.0712890625,0.0322265625,0.162109375,0.193359375,0.1064453125,0.021484375,0.0712890625,0.0361328125,5,0
99,539,1279152000,25,Jamil Abu-Wardeh,1,1282206180,Producer,The Axis of Evil Middle East Comedy Tour,799855,0.04124408384043272,0.02028397565922921,0.08384043272481406,0.2738336713995943,0.09398242055442868,0.029749830966869506,0.18864097363083165,0.018255578093306288,0.02096010818120352,0.032454361054766734,0.010141987829614604,0.1061528059499662,0.068289384719405,0.012170385395537523,8,0
287,554,1279238400,34,Maz Jobrani,1,1282206540,Comedian,Did you hear the one about the Iranian-American?,4646183,0.03158887317303158,0.002043061449002043,0.055476976269055484,0.6306773534496307,0.031746031746031744,0.03598931321703599,0.07087851642307087,0.005657708628005658,0.0044004400440044,0.04117554612604118,0.02325946880402326,0.029074336005029074,0.03143171460003144,0.006600660066006601,8,0
295,722,1280361600,27,Seth Priebatsch,1,1282293780,Entrepreneur,The game layer on top of the world,816019,0.005169172932330828,0.014097744360902257,0.011748120300751879,0.05169172932330827,0.17152255639097744,0.13016917293233082,0.14144736842105265,0.010338345864661655,0.04464285714285714,0.18562030075187969,0.027725563909774438,0.14567669172932332,0.043703007518796994,0.01644736842105263,8,0
285,1076,1278633600,31,David McCandless,1,1282554120,Data journalist,The beauty of data visualization,2581998,0.11963087248322148,0.002181208053691275,0.003859060402684564,0.04194630872483222,0.2040268456375839,0.12651006711409396,0.13523489932885907,0.009060402684563758,0.006208053691275168,0.20553691275167785,0.028355704697986574,0.08003355704697987,0.031879194630872486,0.005536912751677853,5,0
236,585,1279065600,27,Lee Hotz,1,1282639500,Journalist,Inside an Antarctic time machine,592082,0.06635071090047394,0.0047393364928909965,0.03317535545023697,0.0,0.278436018957346,0.02132701421800948,0.10308056872037914,0.045023696682464455,0.02843601895734597,0.22393364928909956,0.02843601895734597,0.07227488151658767,0.09004739336492891,0.0047393364928909965,5,0
404,639,1282176000,0,Jeremy Rifkin,1,1282647660,"Writer, thinker",The empathic civilization,544047,0.07080090384132562,0.009791614361034396,0.020085362791865426,0.033140848606577955,0.15992970123022848,0.08586492593522471,0.23248807431584234,0.005774541802661311,0.01606829023349234,0.14536781320612605,0.06703489831785088,0.12955059000753202,0.018830027617373842,0.005272407732864675,3,0
66,855,1271030400,22,Jim Toomey,1,1282727040,Cartoonist,Learning from Sherman the shark,479113,0.0826271186440678,0.009533898305084745,0.04978813559322034,0.15783898305084745,0.10805084745762712,0.0423728813559322,0.2097457627118644,0.023305084745762712,0.02224576271186441,0.07838983050847458,0.013771186440677966,0.1048728813559322,0.0826271186440678,0.014830508474576272,5,0
175,1034,1277683200,24,Lisa Margonelli,1,1282812600,Writer,The political chemistry of oil,452632,0.008695652173913044,0.039751552795031064,0.07080745341614908,0.012422360248447204,0.28819875776397513,0.019875776397515532,0.08322981366459628,0.057142857142857134,0.08571428571428573,0.043478260869565216,0.019875776397515532,0.17763975155279504,0.06583850931677017,0.02732919254658385,5,0
137,458,1279152000,37,Dan Cobley,1,1282902540,Online marketing whiz,What physics taught me about marketing,1373377,0.017368421052631578,0.01368421052631579,0.008421052631578947,0.1231578947368421,0.1863157894736842,0.09631578947368423,0.07421052631578948,0.015263157894736841,0.11736842105263158,0.08315789473684211,0.009473684210526316,0.0731578947368421,0.1563157894736842,0.025789473684210525,6,0
396,1009,1279238400,36,Nic Marks,1,1283130000,Happiness researcher,The Happy Planet Index,1597719,0.06497708277163658,0.002965758964680507,0.05877595039094096,0.009436505796710704,0.10461040711782152,0.03855486654084659,0.4003774602318684,0.00727959018603397,0.018873011593421408,0.08519816662173092,0.01995146939875977,0.1596117551900782,0.02183877055810192,0.007549204637368563,4,1
568,1090,1279238400,25,Johan Rockstrom,1,1283244120,Sustainability expert,Let the environment guide our development,924806,0.017409470752089137,0.01601671309192201,0.0403899721448468,0.011838440111420613,0.2827298050139276,0.031337047353760444,0.1713091922005571,0.02924791086350975,0.02506963788300836,0.0745125348189415,0.02298050139275766,0.19289693593314766,0.07381615598885792,0.010445682451253482,6,0
215,1523,1257292800,29,His Holiness the Karmapa,1,1283330880,Spiritual leader,The technology of the heart,800001,0.18215962441314554,0.03098591549295775,0.049765258215962435,0.007511737089201878,0.051643192488262914,0.012206572769953052,0.2741784037558685,0.10046948356807513,0.07511737089201878,0.05727699530516432,0.015023474178403756,0.03755868544600939,0.0676056338028169,0.038497652582159626,5,0
582,195,1279152000,58,Derek Sivers,1,1283417220,Entrepreneur,Keep your goals to yourself,4657799,0.02808176749948379,0.007846376213091059,0.01940945694817262,0.0755729919471402,0.2496386537270287,0.03861243031179022,0.16436093330580218,0.004542638860210614,0.05141441255420194,0.07516002477803015,0.01940945694817262,0.15527565558538095,0.1007639892628536,0.009911212058641336,5,0
175,848,1279152000,28,Rachel Sussman,1,1283503920,"Artist, photographer",The world's oldest living things,1424250,0.1485803189420459,0.002333722287047841,0.012446518864255155,0.0054453520031116295,0.2248152469856087,0.019836639439906645,0.10851808634772464,0.033061065733177755,0.014002333722287048,0.2808245818747569,0.07195643718397511,0.0206145468689226,0.049008168028004666,0.008556981719175419,5,0
626,1033,1279152000,43,Sugata Mitra,1,1283850660,Education researcher,The child-driven education,2528934,0.02719740634005764,0.0021613832853025943,0.031159942363112387,0.043047550432276656,0.06934438040345821,0.11293227665706053,0.2898054755043228,0.002881844380403458,0.0034221902017291072,0.19254322766570608,0.1206772334293948,0.08843659942363112,0.01494956772334294,0.001440922190201729,3,0
70,1011,1257465600,22,Alwar Balasubramaniam,1,1283935080,Artist,Art of substance and absence,427590,0.13804173354735153,0.0593900481540931,0.011235955056179777,0.016051364365971106,0.0593900481540931,0.10593900481540933,0.15730337078651685,0.07223113964686999,0.04975922953451043,0.18459069020866767,0.03210272873194221,0.024077046548956663,0.0738362760834671,0.016051364365971106,5,0
90,1238,1255132800,26,Carne Ross,1,1284022500,Diplomat,An independent diplomat,343532,0.00851581508515815,0.0145985401459854,0.1982968369829684,0.006082725060827251,0.12530413625304138,0.03771289537712896,0.2554744525547445,0.048661800486618015,0.02068126520681265,0.11557177615571775,0.027980535279805357,0.09854014598540146,0.021897810218978103,0.02068126520681265,3,0
97,764,1267142400,27,Ben Cameron,1,1284107880,Arts administrator,Why the live arts matter,497710,0.04461371055495103,0.015233949945593038,0.08596300326441783,0.008705114254624592,0.08052230685527748,0.02067464635473341,0.32100108813928185,0.028291621327529926,0.029379760609358,0.07181719260065289,0.04026115342763874,0.18715995647442876,0.04352557127312296,0.022850924918389557,5,1
237,1214,1157673600,0,Seth Godin,1,1284138120,Marketer and author,This is broken,955329,0.008429334082607475,0.016577690362461366,0.00814835627985389,0.4551840404608036,0.10339983141331836,0.062096094408541726,0.04889013767912335,0.03484124754144423,0.04860915987636977,0.05057600449564485,0.012644001123911213,0.0480472042708626,0.0705254284911492,0.0320314695139084,3,1
331,1094,1271289600,23,Rob Dunbar,1,1284366360,"Oceanographer, biogeochemist",Discovering ancient climates in oceans and ice,547649,0.017725258493353033,0.017725258493353033,0.0206794682422452,0.005908419497784343,0.3870014771048744,0.013293943870014771,0.053175775480059084,0.011816838995568686,0.033973412112259974,0.09748892171344166,0.050221565731166914,0.240768094534712,0.033973412112259974,0.01624815361890694,7,0
484,1133,1279152000,31,Chris Anderson,1,1284450120,TED Curator,How web video powers global innovation,1306536,0.05673296380828171,0.004238669709814151,0.0313009455493968,0.004564721225953701,0.10074991848712096,0.047603521356374315,0.3889794587544832,0.01336811216172155,0.0078252363873492,0.12422562764916854,0.04858167590479296,0.14052820345614608,0.028692533420280407,0.0026084121291164004,6,0
241,241,1279152000,39,Jessa Gamble,1,1284541440,Writer,Our natural sleep cycle is nothing like what we do now,2244295,0.00858676207513417,0.04186046511627907,0.003935599284436494,0.003935599284436494,0.32450805008944544,0.01037567084078712,0.04758497316636851,0.01073345259391771,0.11771019677996422,0.1413237924865832,0.008944543828264758,0.055813953488372085,0.21717352415026836,0.007513416815742397,11,0
125,1074,1277078400,28,Nicholas Christakis,1,1284627300,"Physician, social scientist",How social networks predict epidemics,568761,0.007005253940455342,0.016637478108581436,0.006129597197898424,0.004378283712784589,0.26882661996497376,0.15061295971978986,0.08669001751313485,0.03415061295971979,0.02802101576182137,0.20140105078809106,0.037653239929947464,0.1085814360770578,0.04115586690017513,0.008756567425569177,5,0
60,341,1278633600,33,Caroline Phillips,1,1284712140,Musician,Hurdy-gurdy for beginners,649740,0.2729885057471265,0.01293103448275862,0.010057471264367816,0.02873563218390805,0.1896551724137931,0.045977011494252866,0.08189655172413793,0.015804597701149427,0.010057471264367816,0.21264367816091956,0.02873563218390805,0.0014367816091954025,0.07183908045977011,0.017241379310344827,3,0
209,534,1278633600,30,Christien Meindertsma,1,1284972180,Artist,How pig parts make the world turn,1157394,0.028683181225554105,0.009126466753585395,0.01303780964797914,0.08344198174706649,0.394393741851369,0.050195567144719684,0.038461538461538464,0.00847457627118644,0.004563233376792698,0.2392438070404172,0.0560625814863103,0.02411994784876141,0.044980443285528034,0.0052151238591916565,7,0
359,1065,1279152000,33,Steven Johnson,1,1285059000,Writer,Where good ideas come from,3951683,0.022183641975308643,0.003665123456790123,0.006751543209876543,0.04436728395061729,0.1871141975308642,0.07349537037037036,0.2708333333333333,0.015432098765432096,0.010030864197530864,0.19560185185185186,0.01871141975308642,0.09124228395061727,0.05748456790123456,0.00308641975308642,5,0
40,1110,1279152000,21,Mitchell Besser,1,1285145640,HIV/AIDS fighter,Mothers helping mothers fight HIV,235221,0.06810035842293907,0.003584229390681004,0.08602150537634409,0.0,0.12544802867383512,0.07885304659498207,0.2974910394265233,0.014336917562724013,0.003584229390681004,0.057347670250896064,0.03942652329749104,0.08960573476702509,0.12903225806451613,0.007168458781362006,5,0
105,556,1279152000,32,Annie Lennox,1,1285146180,"Activist, singer-songwriter",Why I am an HIV/AIDS activist,484254,0.0763765541740675,0.0053285968028419185,0.1705150976909414,0.0053285968028419185,0.10657193605683836,0.0,0.3392539964476021,0.01953818827708704,0.030195381882770867,0.021314387211367674,0.04440497335701599,0.0994671403197158,0.06394316163410302,0.01776198934280639,6,0
159,255,1265068800,35,Fabian Hemmert,1,1285231620,Designer,The shape-shifting future of the mobile phone,875821,0.028976572133168926,0.0061652281134401965,0.01972872996300863,0.1128236744759556,0.09124537607891492,0.2114673242909988,0.12762022194821207,0.003699136868064119,0.1091245376078915,0.125154130702836,0.03329223181257707,0.03822441430332922,0.08138101109741061,0.011097410604192354,7,0
229,434,1278633600,35,Julian Treasure,1,1285250100,Sound consultant,Shh! Sound health in 8 steps,1147609,0.05274086378737541,0.008720930232558141,0.015365448504983387,0.01079734219269103,0.2857142857142857,0.020348837209302327,0.15074750830564784,0.005813953488372093,0.08471760797342193,0.10880398671096346,0.009966777408637871,0.1553156146179402,0.07931893687707643,0.011627906976744186,6,0
40,1690,1253232000,0,Tim Birkhead,1,1285488000,Ornithologist,The early birdwatchers,112321,0.0700152207001522,0.0091324200913242,0.0091324200913242,0.2191780821917808,0.2511415525114155,0.0289193302891933,0.076103500761035,0.0258751902587519,0.0045662100456621,0.2146118721461187,0.0197869101978691,0.0228310502283105,0.0471841704718417,0.0015220700152207,3,0
141,310,1276560000,33,Gary Wolf,1,1285576380,Journalist,The quantified self,865560,0.001863932898415657,0.03448275862068965,0.0009319664492078283,0.008387698042870456,0.2618825722273998,0.04193849021435228,0.06057781919850885,0.027027027027027032,0.16309412861137,0.10065237651444547,0.013979496738117428,0.04007455731593663,0.2096924510717614,0.035414725069897485,3,0
411,1165,1279238400,28,Sebastian Seung,1,1285663500,Computational neuroscientist,I am my connectome,942928,0.034883720930232565,0.002325581395348837,0.02005813953488372,0.02325581395348837,0.1691860465116279,0.07238372093023256,0.1436046511627907,0.030523255813953487,0.01453488372093023,0.28924418604651164,0.07906976744186046,0.058430232558139526,0.035465116279069765,0.02703488372093023,4,0
68,641,1279152000,26,Inge Missmahl,1,1285748640,Analytical psychologist,Bringing peace to the minds of Afghanistan,343349,0.07934336525307797,0.002735978112175102,0.1997264021887825,0.005471956224350204,0.106703146374829,0.027359781121751026,0.33242134062927503,0.005471956224350204,0.010943912448700409,0.061559507523939815,0.024623803009575927,0.1012311901504788,0.03283173734610123,0.009575923392612859,7,0
233,830,1284940800,31,Mechai Viravaidya,1,1285836660,Public health expert,How Mr. Condom made Thailand a better place for life and love,1059098,0.011160714285714286,0.002678571428571429,0.05892857142857143,0.24285714285714285,0.11696428571428573,0.13080357142857146,0.19017857142857145,0.005357142857142857,0.003125,0.065625,0.025,0.12901785714285716,0.013839285714285714,0.004464285714285714,12,0
266,545,1278633600,29,Eben Bayer,1,1286182800,Green designer,Are mushrooms the new plastic?,1097901,0.015514809590973204,0.001763046544428773,0.0116361071932299,0.003173483779971791,0.14562764456981664,0.3039492242595205,0.17806770098730607,0.003173483779971791,0.003878702397743301,0.14492242595204513,0.07016925246826516,0.10472496473906913,0.010225669957686884,0.003173483779971791,5,0
364,1223,1279152000,28,Tim Jackson,1,1286270340,Economist,An economic reality check,899942,0.02033195020746888,0.017427385892116183,0.07925311203319503,0.004149377593360996,0.15975103734439833,0.033609958506224065,0.26182572614107885,0.03278008298755187,0.05601659751037345,0.07717842323651453,0.029875518672199168,0.1825726141078838,0.031950207468879666,0.013278008298755186,4,0
35,1206,1271376000,21,Barbara Block,1,1286355180,Marine biologist,Tagging tuna in the deep ocean,334820,0.04573804573804574,0.0,0.027027027027027032,0.0,0.2681912681912682,0.07692307692307693,0.14553014553014554,0.037422037422037424,0.008316008316008316,0.19542619542619544,0.054054054054054064,0.09563409563409564,0.035343035343035345,0.010395010395010396,6,0
